pmid	lane_before_llm	gate_reason	model_p	final_decision	final_reason	topic_relevance	sem_intent	sem_seed	graph_ppr_pct	graph_links_frac	year_scaled	abstract_len_bin	pub_types	year	title	abstract
39332975	sent_to_llm		1.0000	include	population_mismatch	primary_rct	0.7993	0.7993	0.0	0.0000	0.9000	normal	Journal Article	2024	Sensory Recovery Following Intercostal Nerve Cryoablation for the Nuss Procedure.	Intercostal nerve cryoablation (CRYO) during the Nuss procedure is effective for postoperative pain control, but little is known about patterns of sensory recovery following its use. A single institution, prospective study of 121 patients undergoing Nuss bar placement with CRYO for pectus excavatum was conducted to assess sensory recovery. Patients received CRYO from T3-T8 and were followed at scheduled intervals. The primary outcome was time to return of normal chest wall sensation. Secondary outcomes included alterations in sensation, permanent numbness, and chronic neuropathic pain. Following CRYO, median time to normal sensation was 6.0 (range 1-12) months. This was achieved postoperatively by 14.9% at 3 months, 62.3% at 6 months, 85.1% at 9 months, and 98.3% at 12 months. 1.7% had a small area of persistent/permanent numbness in the lower central sternum. The most common altered sensation was hypersensitivity which occurred in 20.7%. Hypersensitivity began on average at 3.0 months postoperatively (range 0.25-6 months) and lasted a median of 1.0 (range 0.5-9) months. Only 5.8% described their altered sensation as painful, and all of these were successfully treated with gabapentin and/or capsaicin cream. All others resolved spontaneously. There were no cases of chronic neuropathic pain. Sensory recovery following CRYO is a slow process that ultimately leads to normal sensation in virtually all patients by one year. Hypersensitivity is more common than expected but is rarely described as painful and always resolves. Permanent numbness can occur but is very rare and limited in scope. Therapeutic.
39217004	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.6428	0.6428	0.0	0.0000	0.9000	normal	Journal Article	2024	Simultaneous Bilateral Thoracoscopy During the Nuss Procedure is Safe, Effective, and Allows for Optimal Visualization of the Bar Passer Throughout the Substernal Dissection.	Cardiac injury during the Nuss procedure is a rare risk that can lead to a catastrophic outcome. The specific aim of this pilot study was to evaluate the safety and efficacy of simultaneous bilateral thoracoscopy (SBT) compared to standard unilateral right thoracoscopy (RT) in children undergoing the Nuss procedure in order to mitigate that risk. IRB approval was obtained to analyze data on children who underwent SBT and RT during the Nuss procedure. Data retrieval included age, gender, Haller index (HI), operative time (OT), length of stay (LOS), complications and follow up. From August 2022 to August 2023, 10 children who underwent SBT were compared to 10 children who underwent RT. Both groups underwent intercostal nerve cryoablation. Following completion of cryoablation, SBT or RT was carried out during the Nuss procedure. SBT allowed for the tip of the bar passer to be visualized during the entire dissection in both thoraces. There was no significant difference in either group with respect to age, HI, OT, LOS. There were no anesthetic or surgical complications in either group. We found that SBT is safe, effective and allows for 100% visualization of the tip of the bar passer during the entire critical phase of the Nuss procedure. It does not impact OT or LOS compared to children who underwent only RT. SBT may benefit children who undergo the Nuss procedure by reducing the risk of cardiac injury. Original Research Retrospective Case-control study.
39209686	sent_to_llm		1.0000	include	off_topic	primary_rct	0.5593	0.5593	0.0	0.0000	0.9000	normal	Journal Article	2024	Prediction Model for Outpatient Opioid Use Following the Minimally Invasive Repair of Pectus Excavatum.	To minimize unused outpatient opioids while providing adequate pain control, we sought to create a model to predict outpatient opioid use following the minimally invasive repair of pectus excavatum with cryoablation MIRPE-C. A retrospective review was conducted at a single center from May 2023 to January 2024 among patients <21 years who underwent MIPRE-C. Demographic and clinical data, including inpatient and outpatient opioid use were reviewed. Patients completed opioid use questionnaires at their first postoperative visit. Simple linear regression was employed to create a model for outpatient opioid use. Sixty-eight patients underwent MIRPE-C: 84% were male (mean age of 15.2 ± 1.7 years, and median Haller index 4.2[IQR:3.7-5.7]). Daily mean inpatient opioid requirement and daily opioid doses were 0.3 ± 0.2 OME/day/kg and 2 ± 1.2 opioid doses/day. At the first outpatient follow-up visit, patients reported using a median of five 5-mg oxycodone tablets [IQR:1.6-10] for 5 days [IQR:2-7] with 22% of patients needing an opioid refill. On linear regression, inpatient opioid use had a significant relationship with the number of outpatient doses taken, while patient factors were not associated with outpatient opioid use. A simple equation for predicting opioid need based on best fit (R2 = 0.211) was developed: #OUTPATIENT OPIOID TABLETS = 3 TABLETS + (0.82 x #INPATIENT OPIOID RECIEVED). The proposed outpatient opioid prescription model is simple to calculate and tailors the prescription to individual patient need. This model has the potential to provide effective pain control and avoid prescription refills, while minimizing over-prescription of opioids. Treatment study Level III.
39202066	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7556	0.7556	0.0	0.0000	0.9000	normal	Journal Article	2024	One- versus Two-Minute Intercostal Nerve Cryoanalgesia in Children Undergoing Surgery for Funnel Chest Deformity.	An inherent defect of the sternum and ribs results in the formation of a funnel-shaped anterior chest wall. The gold standard of surgical correction is the minimally invasive Nuss procedure, which might cause severe pain and carries the risk of sensory disturbances and chronic discomfort. Integrating cryoanalgesia with standard multimodal analgesia improves the outcomes of this procedure. Based on histological results, it was hypothesised that the time of cryo-application can be reduced from the current standard period of two minutes. The goal of this study was to evaluate the efficacy of a one-minute application compared with the routine two-minute method in the same patient, considering the subjective perception of pain and sensory disturbances. A total of 33 patients were included in this prospective study. The results show that the assessment of pain severity and sensory disturbances did not differ significantly in terms of the time of cryo-application during first 14 days after the surgical procedure. The one-minute cryo-application time for intraoperative intercostal nerve cryoablation prior to the Nuss procedure seems to be as safe and effective as the routinely used two-minute application time in regards to pain severity, sensory disturbances, and the risk of chronic pain development. Intercostal nerve cryoanalgesia is an essential element of multimodal analgesia.
39117536	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8153	0.8153	0.0	0.0000	0.9000	normal	Journal Article	2024	Six Years of Quality Improvement in Pectus Excavatum Repair: Implementation of Intercostal Nerve Cryoablation and ERAS Protocols for Patients Undergoing Nuss Procedure.	The Nuss procedure for pectus excavatum is associated with prolonged hospitalizations due to pain. We evaluated implementation of intercostal nerve cryoablation and enhanced recovery after surgery (ERAS) protocols on outcomes of Nuss procedures performed over six years at a single institution. This retrospective cohort study included patients who underwent Nuss procedure from 10/2017 to 09/2023. Patients received epidurals prior to 06/2019, cryoablation from 06/2019 to 07/2021, and ERAS with cryoablation and intraoperative methadone administration after 07/2021. We used multivariable linear regression to evaluate length of stay (LOS), inpatient morphine milligram equivalents (MMEs), and discharge opioids. We assessed the balancing measures of operative time, postoperative pain scores, and complications. We identified 62 patients; 15 who received epidurals, 18 cryoablation, and 29 cryoablation with ERAS. Cryoablation was associated with a 62.3% (p < 0.001) decrease in length of stay, an 86.6% (p < 0.001) decrease in inpatient MMEs, and a 72.9% (p < 0.001) decrease in discharge opioids. Cryoablation was additionally associated with 24.5% (p = 0.02) longer operative times and 46.4% (p = 0.04) higher postoperative day one pain scores. Subsequent implementation of an ERAS protocol was associated with a further 82.8% (p = 0.04) decrease in discharge opioids and a 25.0% (p = 0.04) decrease in postoperative day one pain scores. Over six years of quality improvement efforts, we found the implementation of cryoablation and ERAS protocols to be associated with a significant decrease in length of stay and opioid exposures. Protocolized pain management and cryoablation may work synergistically to improve outcomes without compromising patient experience. Level III - Retrospective comparative study.
38914508	sent_to_llm		1.0000	borderline	off_topic	adjacent_meta_analysis	0.6678	0.6678	0.0	0.0000	0.9000	normal	Journal Article;Multicenter Study	2024	'Short Bars Crossed' to Remodel the Entire Chest Wall in Children and Adolescents with Pectus Excavatum.	The cross-bar technique of minimally invasive pectus excavatum (PE) correction remains underreported, which is especially true of pediatric patients. We therefore reviewed the experience of a Turkish and an Austrian center. An additional novelty characterizing both pediatric cohorts was the use of short bars. In a retrospective study, pediatric PE corrections involving 'short bars crossed' were analyzed for complications and intra-/postoperative outcomes. Cases with two or three bars were included, given that a horizontal third bar was placed whenever considered useful for upper-chest elevation. All bars were fitted with a single stabilizer near the surgical entry point. In the Austrian center, intercostal nerve cryoablation was used for pain management. Descriptive statistics are presented. Seventy-eight patients ≤18 years old were evaluable at the Turkish (n = 56) and Austrian (n = 22) centers. Total median values were 16.2 (IQR: 15.1-17.4) years for age and 4.60 (IQR: 3.50-6.11) for Haller index. Ten mild or moderate complications (12.8%) were observed, including just one revision requirement due to bar migration (1.28%). Intercostal nerve cryoablation (n = 13) was associated with longer surgical procedures at 150 (IQR: 137-171) versus 80 (IQR: 60-100) minutes but with shorter hospital stays, given an IQR of 3-4 days versus 4-5 days. 'Short bars crossed'-with a single stabilizer in a ventral position close to the surgical entry point-ensure a wide distribution of forces, protect against bar migration, are safe and effective, and offer stability at an age characterized by growth and physical activity. IV.
38584007	sent_to_llm		1.0000	include	off_topic	primary_rct	0.6995	0.6995	0.0	0.0000	0.9000	normal	Journal Article	2024	Opioid Prescriptions at Discharge After Minimally Invasive Repair of Pectus Excavatum Are Reduced With Cryoablation.	The minimally invasive repair of pectus excavatum (MIRPE) is associated with significant postoperative pain and opioid use. The objective of this study was to determine the effect of intercostal nerve cryoablation (Cryo) on inpatient and post-hospital opioid prescription practices following MIPRE. A retrospective review at a single pediatric center was conducted of patients ≤21 years old who underwent MIRPE. Oral morphine equivalents (OME) of inpatient and discharge opioids were compared between Cryo and no-Cryo cohorts. 579 patients were identified (82.8% male, mean age 15.4 ± 2.0 years). Cryo was performed in 73.5% of patients. The total inpatient OME use was less in the Cryo group (0.89 ± 0.68 vs. 1.6 ± 0.5 OME/kg/day; p < 0.001). Patients who underwent Cryo were prescribed significantly less OME at discharge compared to the no-Cryo group (3.9 ± 1.7 vs. 10.0 ± 4.1 OME mg/kg, p < 0.001). There was no statistically significant difference in the proportion of patients who required an opioid prescription refill (Cryo 12.4% vs. no-Cryo 11.5%, p = 0.884) or were readmitted (Cryo 5.3% vs. no-Cryo 4.6%, p = 0.833). Patients who underwent cryoablation during MIRPE were prescribed significantly less opioid at the time of discharge without increasing the need for opioid refills or hospital readmissions. Treatment study; Level III evidence.
38531584	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8726	0.8726	0.0	0.0000	0.9000	normal	Clinical Trial Protocol;Journal Article;Research Support, Non-U.S. Gov't	2024	Intercostal nerve cryoablation versus thoracic epidural analgesia for minimal invasive Nuss repair of pectus excavatum: a protocol for a randomised clinical trial (ICE trial).	Epidural analgesia is currently considered the gold standard in postoperative pain management for the minimally invasive Nuss procedure for pectus excavatum. Alternative analgesic strategies (eg, patient-controlled analgesia and paravertebral nerve block) fail in accomplishing adequate prolonged pain management. Furthermore, the continuous use of opioids, often prescribed in addition to all pain management strategies, comes with side effects. Intercostal nerve cryoablation seems a promising novel technique. Hence, the primary objective of this study is to determine the impact of intercostal nerve cryoablation on postoperative length of hospital stay compared with standard pain management of young pectus excavatum patients treated with the minimally invasive Nuss procedure. This study protocol is designed for a single centre, prospective, unblinded, randomised clinical trial. Intercostal nerve cryoablation will be compared with thoracic epidural analgesia in 50 young pectus excavatum patients (ie, 12-24 years of age) treated with the minimally invasive Nuss procedure. Block randomisation, including stratification based on age (12-16 years and 17-24 years) and sex, with an allocation ratio of 1:1 will be performed.Postoperative length of hospital stay will be recorded as the primary outcome. Secondary outcomes include (1) pain intensity, (2) operative time, (3) opioid usage, (4) complications, including neuropathic pain, (5) creatine kinase activity, (6) intensive care unit admissions, (7) readmissions, (8) postoperative mobility, (9) health-related quality of life, (10) days to return to work/school, (11) number of postoperative outpatient visits and (12) hospital costs. This protocol has been approved by the local Medical Ethics Review Committee, METC Zuyderland and Zuyd University of Applied Sciences. Participation in this study will be voluntary and informed consent will be obtained. Regardless of the outcome, the results will be disseminated through a peer-reviewed international medical journal. NCT05731973.
38403489	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.6785	0.6785	0.0	0.0000	0.9000	normal	Journal Article	2024	Chest Wall Dermatitis Patterns Following Thoracoscopic Intercostal Nerve Cryoablation for Surgical Correction of Pectus Excavatum.	Intercostal nerve cryoablation (INC) has been shown to reduce postoperative pain and length of stay following surgical correction of pectus excavatum (SCOPE). Some patients have developed chest wall dermatological symptoms after INC that can be mistaken for metal allergy or infection. The purpose of this study is to report the symptoms, severity, incidence, and treatment of post-cryoablation dermatitis. A retrospective single institution review was performed for patients who underwent SCOPE with and without INC between June 2016 and March 2023 to assess for incidence of postoperative dermatological findings. Characteristics associated with these findings were evaluated. During study period, 383 patients underwent SCOPE, 165 (43.1%) without INC and 218 (56.9%) with. Twenty-three (10.6%) patients who received INC developed exanthems characteristic of post-cryoablation dermatitis with two distinct phenotypes identified. No patients who underwent SCOPE without INC developed similar manifestations. Early dermatitis, characterized by a painless, erythematous, and blanching rash across the anterior thorax, was observed in 16 patients, presenting on median postoperative day 6.0 [IQR 6.0-8.5], with median time to resolution of 23.0 [IQR 12-71.0] days after symptom onset. Late dermatitis, characterized by hyperpigmentation spanning the anterior thorax, was observed in 7 patients, presenting on median postoperative day 129.0 [IQR 84.5-240.0], with median time to resolution of 114.0 [IQR 48.0-314.3] days. This is the first report of dermatological manifestations following SCOPE with INC, a phenomenon of unknown etiology and no known long-term sequela. In our experience, it is self-resolving and lacks systemic symptoms suggesting observation alone is sufficient for resolution. IV.
38242172	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8802	0.8802	0.0	0.0000	0.9000	normal	Journal Article;Comparative Study	2024	Intercostal Nerve Cryoablation or Epidural Analgesia for Multimodal Pain Management after the Nuss Procedure: A Cohort Study.	Nuss procedure for pectus excavatum is a minimally invasive, but painful procedure. Recently, intercostal nerve cryoablation has been introduced as a pain management technique. In this cohort study, we compared the efficacy of multimodal pain management strategies in children undergoing a Nuss procedure. The effectiveness of intercostal nerve cryoablation combined with patient-controlled systemic opioid analgesia (PCA) was compared with continuous epidural analgesia (CEA) combined with PCA. The study was conducted between January 2019 and July 2022. Primary outcome was length of stay (LOS), and secondary outcomes were operation room time, postoperative pain, opioid consumption, and gabapentin use. Sixty-six consecutive patients were included, 33 patients in each group. The cryoablation group exhibited lower Numeric Rating Scale (NRS) pain scores on postoperative day 1 and 2 (p = 0.002, p = 0.001) and a shorter LOS (3 vs. 6 days (p < 0.001). Cryoablation resulted in less patients requiring opioids at discharge (30.3 vs. 97.0%; p < 0.001) and 1 week after surgery (6.1 vs. 45.4%; p < 0.001)). In the CEA group, gabapentin use was more prevalent (78.8 vs. 18.2%; p < 0.001) and the operation room time was shorter (119.4 vs. 135.0 minutes; p < .010). No neuropathic pain was reported. Intercostal nerve cryoablation is a superior analgesic method compared with CEA, with reduced LOS, opioid use, and NRS pain scores. The prophylactic use of gabapentin is redundant.
38138923	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7054	0.7054	0.0	0.0000	0.8000	normal	Journal Article	2023	Benefits of the Erector Spinae Plane Block before Cryoanalgesia in Children Undergoing Surgery for Funnel Chest Deformity.	Thoracic surgery causes significant pain despite standard multimodal analgesia. Intraoperative cryoanalgesia may be a solution. The onset of the clinical effect of cryoanalgesia can take 12-36 h. The addition of a regional anaesthesia before the cryoanalgesia procedure can enable analgesic protection for the patient during this period. The main aim of the study was to evaluate the benefits of the erector spinae plane (ESP) block prior to Nuss surgery. The 'control' group consisted of 10 teenagers who underwent cryoablation together with intravenous multimodal analgesia according to the standard protocol. The 'intervention' group included 26 teenage patients who additionally received an erector spinae plane block before operation. Pain relief (p = 0.015), opioid use (p = 0.009), independent physical activity and rehabilitation (p = 0.020) were faster in the intervention group. No features of local anaesthetic drug toxicity or complications of the ESP block were observed. The bilateral ESP block together with intraoperative intercostal nerve cryoablation performed prior to Nuss correction of funnel chest were more effective in terms of pain control.
37973420	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.6896	0.6896	0.0	0.0000	0.8000	normal	Journal Article	2023	Long-Term Sensory Function 3 years after Minimally Invasive Repair of Pectus Excavatum with Cryoablation.	Minimally invasive repair of pectus excavatum (MIRPE) with intercostal nerve cryoablation (Cryo) decreases length of hospitalization and opioid use, but long-term recovery of sensation has been poorly described. The purpose of this study was to quantify long-term hypoesthesia and neuropathic pain after MIRPE with Cryo. A prospective cohort study was conducted single-institution of patients ≤21 years who presented for bar removal. Consented patients underwent chest wall sensory testing and completed neuropathic pain screening. Chest wall hypoesthesia to cold, soft touch, and pinprick were measured as the percent of the treated anterior chest wall surface area (TACWSA); neuropathic pain was evaluated by questionnaire. The study enrolled 47 patients; 87% male; median age 18.4 years. The median bar dwell time was 2.9 years. A median of 2 bars were placed; 80.9% were secured with pericostal sutures. At enrollment, 46.8% of patients had identifiable chest wall hypoesthesia. The mean percentage of TACWSA with hypoesthesia was 4.7 ± 9.3% (cold), 3.9 ± 7.7% (soft touch), and 5.9 ± 11.8% (pinprick). Hypoesthesia to cold was found in 0 dermatomes in 62%, 1 dermatome in 11%, 2 dermatomes in 17% and ≥3 dermatomes in 11%. T5 was the most common dermatome with hypoesthesia. Neuropathic symptoms were identified by 13% of patients; none required treatment. In long-term follow up after MIRPE with Cryo, 46.8% of patients experienced some chest wall hypoesthesia; the average TACWSA with hypoesthesia was 4-6%. Hypoesthesia was mostly limited to 1-2 dermatomes, most commonly T5. Chronic symptomatic neuropathic pain was rare. Level IV.
37797391	sent_to_llm		1.0000	borderline	off_topic	off_topic	0.6406	0.6406	0.0	0.0000	0.8000	normal	Journal Article	2023	Measurement and Thermodynamic Modeling of Energy Flux During Intercostal Nerve Cryoablation.	Intercostal nerve cryoablation is an increasingly adopted technique to decrease postoperative pain in patients undergoing surgical correction of pectus excavatum (SCOPE). Concerns regarding cryo-induced systemic hypothermia have been raised in pediatric patients; however, assessment of a cooled cryoprobe on body temperature has not been performed. We aimed to determine the energy flux from a maximally cooled cryoprobe and model the possible effects on a whole-body system. To directly measure energy flux, a maximally cooled cryoSPHERE probe (AtriCure, Inc, Mason, OH) was isolated in a well-mixed water bath at 37°C. Real-time temperatures were recorded. Three models were created to estimate intraoperative flux. Perioperative temperatures of 50 patients who received cryoablation during SCOPE were compared to 50 patients who did not receive cryoablation. Direct calorimetry measured average energy flux of the maximally cooled cryoprobe to be 28 J/s. Thermodynamic modeling demonstrated the following: 1) The highest possible cryoprobe flux is less than estimated basal metabolic rate (BMR) of the average teenager undergoing SCOPE and 2) Flux in a best model of human tissue energy transfer using available literature is far less than the effects of BMR and insensible losses. Clinically, there were no significant differences in the minimum intraoperative, end procedure or first postoperative body temperatures for patients who received cryoablation and those who did not. Cryoprobe flux is significantly fewer joules per second than BMR. Furthermore, in a clinical series there were no empiric differences in body temperature due to cryoablation employment, contradicting concerns regarding hypothermia secondary to cryoablation.
37791468	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.7515	0.7515	0.0	0.0000	0.8000	normal	Journal Article	2023	Intercostal Nerve Cryoablation Reduces Opioid Use and Length of Stay Without Increasing Adverse Events: A Retrospective Cohort Study of 5442 Patients Undergoing Surgical Correction of Pectus Excavatum.	To examine differences in opioid use, length of stay, and adverse events after minimally invasive correction of pectus excavatum (MIRPE) with and without intercostal nerve cryoablation. Small studies show that intraoperative intercostal nerve cryoablation provides effective analgesia with no large-scale evaluations of this technique. The pediatric health information system database was used to perform a retrospective cohort study comparing patients undergoing MIRPE at children's hospitals before and after the initiation of cryoablation. The association of cryoablation use with inpatient opioid use was determined using quantile regression with robust standard errors. Difference in risk-adjusted length of stay between the cohorts was estimated using negative binomial regression. Odds of adverse events between the two cohorts were compared using logistic regression with a generalized estimating equation. A total of 5442 patients underwent MIRPE at 44 children's hospitals between 2016 and 2022 with 1592 patients treated after cryoablation was introduced at their hospital. Cryoablation use was associated with a median decrease of 80.8 (95% CI: 68.6-93.0) total oral morphine equivalents as well as a decrease in estimated median length of stay from 3.5 [3.2-3.9] days to 2.5 [2.2-2.9] days ( P value: 0.016). Cryoablation use was not significantly associated with an increase in any studied adverse events. Introduction of cryoablation for perioperative analgesia was associated with decreased inpatient opioid use and length of stay in a large sample with no change in adverse events. This novel modality for perioperative analgesia offers a promising alternative to traditional pain management in thoracic surgery.
37693640	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.8000	0.8000	0.0	0.0000	0.8000	normal	Journal Article;Review	2023	Intercostal nerve cryoablation therapy for the repair of pectus excavatum: a systematic review.	The minimally invasive repair of pectus excavatum (PE) is a painful procedure that can result in long-term hospitalization and opioid use. To mitigate the length of stay and opioid consumption, many different analgesia strategies have been implemented. The aim of this study is to review the use and patient outcomes of intercostal nerve cryoablation (INC) during PE repair reported in the literature. An unfunded literature search using PubMed identifying articles discussing INC during PE repair from 1946 to 1 July 2023 was performed. Articles were included if they discussed patient outcomes with INC use during PE repair. Articles were excluded if they were reviews/meta-analyses, editorials, or not available in English. Each article was reviewed for bias by analyzing the study methods, data analysis, patient selection, and patient follow-up. Articles comparing outcomes of INC were considered significant if p-value was <0.05. A total of 34 articles were included in this review that described INC use during pectus repair. Most supported a decreased hospital length of stay and opioid use with INC. Overall, INC was associated with fewer short-term and long-term complications. However, the researchers reported varied results of total hospital costs with the use of INC. The review was limited by a paucity of prospective studies and low number of patients who received INC. Despite this, the present data support INC as a safe and effective analgesic strategy during the repair of PE.
37481964	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.7455	0.7455	0.0	0.0000	0.8000	normal	Journal Article;Research Support, N.I.H., Extramural	2023	Evaluation of Analgesic Practice Changes Following the Nuss Procedure in Pediatric Patients.	Pectus excavatum repair by the Nuss procedure results in severe postoperative pain. Regional blocks and intercostal nerve cryoablation (INC) have emerged as potential strategies to manage analgesia. This study compares pain-related outcomes following these perioperative interventions. We reviewed charts of patients <18 y who underwent the Nuss procedure at Duke Children's Hospital from July 2018 to June 2022. Patients were divided into three groups by analgesic strategy: no block, regional catheters, or INC, representing the chronologic change in our practice. The primary outcome was total and daily in-hospital opioid utilization measured by oral morphine equivalents (OMEs). Secondary outcomes included average daily pain scores, length of stay, opioid refills after discharge, and complications. Twenty-one patients were included and analyzed: no block (n = 6), regional catheters (n = 7), and INC (n = 8). INC-treated patients required significantly lower total postoperative, in-hospital OMEs (64 ± 47 [mean ± standard deviation]) than those with no block (270 ± 217, P = 0.04) or those with regional catheters (273 ± 176, P = 0.03). INC was associated with longer average operative times (161 ± 36 min) than no block (105 ± 21 min, P = 0.005) or regional catheters (90 ± 11 min, P < 0.001). INC-treated patients had shorter hospital length of stays (median 68 h) than those with regional catheters (median 74 h, P = 0.006). INC was associated with longer operative times but decreased in-hospital OMEs when compared to bilateral regional block catheters and multimodal analgesia alone.
37462727	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.8068	0.8068	0.0	0.0000	0.8000	normal	Journal Article;Scoping Review	2023	Intercostal Nerve Cryoablation for Postoperative Pain Control in Pediatric Thoracic Surgery: A Scoping Review.	Background: Cryoanalgesia uses the application of cold temperatures to temporarily disrupt peripheral sensory nerve function for pain control. This review outlines the principles of cryoablation, clinical applications, and clinical data for its use in pediatric thoracic surgery. Methods: A comprehensive PubMed search was performed using the principal terms and combinations of cryoablation, cryoanalgesia, Nuss, Nuss repair, pectus, pectus excavatum, thoracic surgery, thoracotomy, and chest wall. Pediatric articles were reviewed and included if relevant. Adult articles were reviewed for supporting information as needed. Reference lists of included articles were reviewed for possible additional sources. Discussion: The scientific and clinical principles of cryoablation are outlined, followed by a focused review of current clinical application and outcome data. Conclusion: Postoperative pain is a major challenge following thoracic surgery. Cryoanalgesia is emerging as an adjunct in pediatric thoracic surgery, particularly for the Nuss procedure or minimally invasive repair of pectus excavatum. It effectively controls pain, decreasing postoperative opioid use and hospital length of stay with few short-term complications. Although more long-term studies are needed, early evidence suggests there is reliable return of sensation to the chest wall and long-term neuropathic pain is rare.
37407278	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8031	0.8031	0.0	0.0000	0.9000	normal	Journal Article	2024	Combined erector spinae plane block with surgical intercostal nerve cryoablation for Nuss procedure is associated with decreased opioid use and length of stay.	Pain management for patients undergoing the Nuss procedure for treatment of pectus excavatum can be challenging. In an effort to improve pain management, our institution added bilateral single injection erector spinae plane (ESP) blocks to surgeon placed intercostal nerve cryoablation. We aimed to assess the efficacy of this practice change. Retrospective clinical data from a single academic medical center were evaluated. Due to an institutional change in clinical management, we were able to perform a before and after study. Twenty patients undergoing Nuss procedure who received bilateral ultrasound-guided single-shot T6 level ESP blocks and intercostal nerve cryoablation were compared with a historical control cohort of 20 patients who underwent Nuss procedure with intercostal nerve cryoablation alone. The primary outcome variables included postoperative pain scores, total hospital opioid use, and hospital length of stay. Median total hospital intravenous morphine milligram equivalents was lower for the ESP group than for the control group (0.60 (IQR 0.35-0.88) vs 1.15 mg/kg (IQR 0.74-1.68), p<0.01). There was no difference in postoperative pain scores between the two groups. Mean hospital length of stay was 2.45 (SD 0.69) days for the control group and 1.95 (SD 0.69) days for the ESP group (p=0.03). No adverse events related to block placement were identified. In a single-center academic practice, the addition of bilateral single injection ESP blocks at T6 to surgeon performed cryoablation reduced opioid consumption without a change in subjectively reported pain scores. The results from this pilot study can provide effect size estimates to guide the design of future randomized trials.
37279827	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.6885	0.6885	0.0	0.0000	0.8000	normal	Journal Article	2023	Evolution of Pain Control for Adult Pectus Excavatum Repair.	Pain control after minimally invasive repair of pectus excavatum (MIRPE) can be challenging, especially in adult patients undergoing surgical repair. This study reviewed different analgesic modalities used over ≥10 years after pectus repair. A retrospective analysis was performed of adult patients (≥18 years) who underwent uncomplicated primary MIRPE at a single institution from October 2010 to December 2021. Patients were classified by analgesic modality used: epidural, elastomeric continuous infusion subcutaneous catheters (SC-Caths), and intercostal nerve cryoablation. Comparisons among the 3 groups were performed. In total, 729 patients were included (mean age, 30.9 ±10.3 years; 67% male; mean Haller index, 4.9 ±3.0). Patients in the cryoablation group required significantly lower doses of morphine equivalents (P < .001) and had overall the shortest hospital stay (mean, 1.9 ±1.5 days; P < .001) with <17% staying >2 days (vs epidural at 94% and SC-Cath at 48%; P < .001). The cryoablation group had a lower incidence of ileus and constipation (P < .001) but a higher incidence of pleural effusion requiring thoracentesis (P = .024). Mean pain scores among groups were minor (<3), and differences were insignificant. The use of cryoablation in conjunction with enhanced recovery pathways provided significant benefit to our patients undergoing MIRPE compared with previous analgesic modalities. These benefits included a decrease in length of hospital stay, a reduction of in-hospital opioid use, and a lower incidence of opioid-related complications associated with constipation and ileus. Further studies to assess additional potential benefits with long-term follow-up after discharge are warranted.
36894442	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8031	0.8031	0.0	0.0000	0.8000	normal	Journal Article	2023	Implementation of a Cryoablation-based Pain Management Protocol for Pectus Excavatum.	The Nuss repair for pectus excavatum is associated with significant postoperative pain. Our institution developed protocols to standardize pain management for pectus excavatum patients in the immediate postoperative period. We present our experience with protocol implementation and patient outcomes. We standardized regional anesthesia with a 0.25% bupivacaine incisional soaker catheter (post-implementation 1, PI1) before transitioning to intercostal nerve cryoablation (INC) (post-implementation 2, PI2). Patient outcomes were tracked using statistical process control charts in AdaptX™ OR Advisor and run charts in Tableau. Chi-squared tests assessed demographic differences between cohorts. 244 patients were included: 78 pre-implementation, 108 PI1, and 58 PI2. Average age was 15.9-16.5 years. Patients were majority male, non-Hispanic white, and English speaking. Hospital length of stay decreased 4.1-2.4 days. INC increased surgery time (99-125 min) but decreased PACU time (112-78 min). Maximum pain scores improved in PACU (7.7-6.0) and 0-24 h postoperatively (8.3-6.8) but were not different 24-48 h postoperatively (5.4-5.8). Average opioid dosing decreased 0-48 h from 1.9 to 0.8 mg/kg morphine milliequivalents and was associated with reduction in post-operative nausea and constipation. There were no 30-day readmissions. An institution-wide pain management protocol using INC for pectus excavatum patients was implemented. Intercostal nerve cryoablation was found to be superior to bupivacaine incisional soaker catheters and reduced hospital length of stay, immediate postoperative pain scores, morphine milliequivalent opioid dosing, postoperative nausea, and constipation. Level IV.
